participantId,experiment_type,idx_of_question,who,who_answers_first,answer,ideology,ideology_from_labels,first_answer,first_ideology,human_answer,human_ideology,human_ideology_from_labels,bot_detected,ideology_all_zeros
0162A54DBD78426689292407F226B9B2,condition_1,0,1,0,1.4,-2,,0.2,-0.1,1.4,-2.0,,,False
0162A54DBD78426689292407F226B9B2,condition_1,0,2,0,-2.318377364406181,-0.1,,0.2,-0.1,1.4,-2.0,,True,False
0162A54DBD78426689292407F226B9B2,condition_1,2,0,2,2.793586730587074,-0.1,,1.7333333333333334,-0.1,1.0666666666666655,-2.0,,False,False
0162A54DBD78426689292407F226B9B2,condition_1,2,1,2,1.0666666666666655,-2,,1.7333333333333334,-0.1,1.0666666666666655,-2.0,,,False
0162A54DBD78426689292407F226B9B2,condition_1,2,2,2,1.7333333333333334,-0.1,,1.7333333333333334,-0.1,1.0666666666666655,-2.0,,True,False
0162A54DBD78426689292407F226B9B2,condition_1,5,0,1,-2.1311602243192658,-0.1,,-1.0,-2.0,-1.0,-2.0,,False,False
0162A54DBD78426689292407F226B9B2,condition_1,5,1,1,-1.0,-2,,-1.0,-2.0,-1.0,-2.0,,,False
0162A54DBD78426689292407F226B9B2,condition_1,5,2,1,0.07831159297174262,-0.1,,-1.0,-2.0,-1.0,-2.0,,True,False
0162A54DBD78426689292407F226B9B2,condition_1,3,0,2,1.9956958974922756,-0.1,,1.0999999999999996,-0.1,1.6500000000000004,-2.0,,False,False
0162A54DBD78426689292407F226B9B2,condition_1,3,1,2,1.6500000000000004,-2,,1.0999999999999996,-0.1,1.6500000000000004,-2.0,,,False
0162A54DBD78426689292407F226B9B2,condition_1,3,2,2,1.0999999999999996,-0.1,,1.0999999999999996,-0.1,1.6500000000000004,-2.0,,True,False
05F5987ECD4D492E96AF3637F44C1FD5,condition_1,5,0,1,2.299498288743072,-0.8,,-1.8,0.9,-1.8,0.9,,False,False
05F5987ECD4D492E96AF3637F44C1FD5,condition_1,5,1,1,-1.8,0.9,,-1.8,0.9,-1.8,0.9,,,False
05F5987ECD4D492E96AF3637F44C1FD5,condition_1,5,2,1,-2.414602857497945,-0.6,,-1.8,0.9,-1.8,0.9,,False,False
05F5987ECD4D492E96AF3637F44C1FD5,condition_1,2,0,1,2.2637169979101888,-0.8,,-1.666666666666667,0.9,-1.666666666666667,0.9,,False,False
05F5987ECD4D492E96AF3637F44C1FD5,condition_1,2,1,1,-1.666666666666667,0.9,,-1.666666666666667,0.9,-1.666666666666667,0.9,,,False
05F5987ECD4D492E96AF3637F44C1FD5,condition_1,2,2,1,2.05590578122537,-0.6,,-1.666666666666667,0.9,-1.666666666666667,0.9,,False,False
05F5987ECD4D492E96AF3637F44C1FD5,condition_1,0,0,2,-1.1054182321902664,-0.8,,2.5,-0.6,2.0,0.9,,False,False
05F5987ECD4D492E96AF3637F44C1FD5,condition_1,0,1,2,2.0,0.9,,2.5,-0.6,2.0,0.9,,,False
05F5987ECD4D492E96AF3637F44C1FD5,condition_1,0,2,2,2.5,-0.6,,2.5,-0.6,2.0,0.9,,False,False
05F5987ECD4D492E96AF3637F44C1FD5,condition_1,3,0,2,1.538868352886971,-0.8,,0.9499999999999992,-0.6,3.0,0.9,,False,False
05F5987ECD4D492E96AF3637F44C1FD5,condition_1,3,1,2,3.0,0.9,,0.9499999999999992,-0.6,3.0,0.9,,,False
05F5987ECD4D492E96AF3637F44C1FD5,condition_1,3,2,2,0.9499999999999992,-0.6,,0.9499999999999992,-0.6,3.0,0.9,,False,False
05F5987ECD4D492E96AF3637F44C1FD5,condition_1,4,0,0,0.3,-0.8,,0.3,-0.8,-1.8,0.9,,False,False
05F5987ECD4D492E96AF3637F44C1FD5,condition_1,4,1,0,-1.8,0.9,,0.3,-0.8,-1.8,0.9,,,False
05F5987ECD4D492E96AF3637F44C1FD5,condition_1,4,2,0,-1.6375626889912729,-0.6,,0.3,-0.8,-1.8,0.9,,False,False
05F5987ECD4D492E96AF3637F44C1FD5,condition_1,1,0,0,0.4,-0.8,,0.4,-0.8,-2.7,0.9,,False,False
05F5987ECD4D492E96AF3637F44C1FD5,condition_1,1,1,0,-2.7,0.9,,0.4,-0.8,-2.7,0.9,,,False
05F5987ECD4D492E96AF3637F44C1FD5,condition_1,1,2,0,-2.0770683596936195,-0.6,,0.4,-0.8,-2.7,0.9,,False,False
06D0A0B7823B4E6BBFEFA270E8EEB2F7,condition_1,5,0,1,-2.0243781870430686,-0.7,,2.2,1.1,2.2,1.1,,False,False
06D0A0B7823B4E6BBFEFA270E8EEB2F7,condition_1,5,1,1,2.2,1.1,,2.2,1.1,2.2,1.1,,,False
06D0A0B7823B4E6BBFEFA270E8EEB2F7,condition_1,5,2,1,-1.1475263225067358,-0.7,,2.2,1.1,2.2,1.1,,False,False
06D0A0B7823B4E6BBFEFA270E8EEB2F7,condition_1,0,0,0,0.5,-0.7,,0.5,-0.7,2.7,1.1,,False,False
06D0A0B7823B4E6BBFEFA270E8EEB2F7,condition_1,0,1,0,2.7,1.1,,0.5,-0.7,2.7,1.1,,,False
06D0A0B7823B4E6BBFEFA270E8EEB2F7,condition_1,0,2,0,1.9574875067796187,-0.7,,0.5,-0.7,2.7,1.1,,False,False
06D0A0B7823B4E6BBFEFA270E8EEB2F7,condition_1,3,0,0,-1.4499999999999993,-0.7,,-1.4499999999999993,-0.7,0.4499999999999993,1.1,,False,False
06D0A0B7823B4E6BBFEFA270E8EEB2F7,condition_1,3,1,0,0.4499999999999993,1.1,,-1.4499999999999993,-0.7,0.4499999999999993,1.1,,,False
06D0A0B7823B4E6BBFEFA270E8EEB2F7,condition_1,3,2,0,-0.22907331059113778,-0.7,,-1.4499999999999993,-0.7,0.4499999999999993,1.1,,False,False
06D0A0B7823B4E6BBFEFA270E8EEB2F7,condition_1,2,0,2,2.934235594778311,-0.7,,2.533333333333333,-0.7,-0.6666666666666674,1.1,,False,False
06D0A0B7823B4E6BBFEFA270E8EEB2F7,condition_1,2,1,2,-0.6666666666666674,1.1,,2.533333333333333,-0.7,-0.6666666666666674,1.1,,,False
06D0A0B7823B4E6BBFEFA270E8EEB2F7,condition_1,2,2,2,2.533333333333333,-0.7,,2.533333333333333,-0.7,-0.6666666666666674,1.1,,False,False
06D0A0B7823B4E6BBFEFA270E8EEB2F7,condition_1,4,0,2,2.3630535268532835,-0.7,,-2.0,-0.7,2.1,1.1,,False,False
06D0A0B7823B4E6BBFEFA270E8EEB2F7,condition_1,4,1,2,2.1,1.1,,-2.0,-0.7,2.1,1.1,,,False
06D0A0B7823B4E6BBFEFA270E8EEB2F7,condition_1,4,2,2,-2.0,-0.7,,-2.0,-0.7,2.1,1.1,,False,False
06D0A0B7823B4E6BBFEFA270E8EEB2F7,condition_1,1,0,1,-1.7372349280719313,-0.7,,1.6,1.1,1.6,1.1,,False,False
06D0A0B7823B4E6BBFEFA270E8EEB2F7,condition_1,1,1,1,1.6,1.1,,1.6,1.1,1.6,1.1,,,False
06D0A0B7823B4E6BBFEFA270E8EEB2F7,condition_1,1,2,1,-0.3994943119736396,-0.7,,1.6,1.1,1.6,1.1,,False,False
077EBB20179F4DDF9DA032AF2B7EE4F4,condition_1,1,0,1,-2.613610125893313,1,,2.1,-1.7,2.1,-1.7,,True,False
077EBB20179F4DDF9DA032AF2B7EE4F4,condition_1,1,1,1,2.1,-1.7,,2.1,-1.7,2.1,-1.7,,,False
077EBB20179F4DDF9DA032AF2B7EE4F4,condition_1,1,2,1,0.5023236664378015,-1,,2.1,-1.7,2.1,-1.7,,False,False
077EBB20179F4DDF9DA032AF2B7EE4F4,condition_1,5,0,0,-0.6,1,,-0.6,1.0,1.1,-1.7,,True,False
077EBB20179F4DDF9DA032AF2B7EE4F4,condition_1,5,1,0,1.1,-1.7,,-0.6,1.0,1.1,-1.7,,,False
077EBB20179F4DDF9DA032AF2B7EE4F4,condition_1,5,2,0,0.6556610223886339,-1,,-0.6,1.0,1.1,-1.7,,False,False
077EBB20179F4DDF9DA032AF2B7EE4F4,condition_1,0,0,1,0.5119302574820721,1,,2.3,-1.7,2.3,-1.7,,True,False
077EBB20179F4DDF9DA032AF2B7EE4F4,condition_1,0,1,1,2.3,-1.7,,2.3,-1.7,2.3,-1.7,,,False
077EBB20179F4DDF9DA032AF2B7EE4F4,condition_1,0,2,1,-2.4683812796893756,-1,,2.3,-1.7,2.3,-1.7,,False,False
077EBB20179F4DDF9DA032AF2B7EE4F4,condition_1,2,0,0,1.0,1,,1.0,1.0,1.0,-1.7,,True,False
077EBB20179F4DDF9DA032AF2B7EE4F4,condition_1,2,1,0,1.0,-1.7,,1.0,1.0,1.0,-1.7,,,False
077EBB20179F4DDF9DA032AF2B7EE4F4,condition_1,2,2,0,0.6681854860435124,-1,,1.0,1.0,1.0,-1.7,,False,False
077EBB20179F4DDF9DA032AF2B7EE4F4,condition_1,3,0,2,-2.326411343017961,1,,2.1500000000000004,-1.0,2.0500000000000007,-1.7,,True,False
077EBB20179F4DDF9DA032AF2B7EE4F4,condition_1,3,1,2,2.0500000000000007,-1.7,,2.1500000000000004,-1.0,2.0500000000000007,-1.7,,,False
077EBB20179F4DDF9DA032AF2B7EE4F4,condition_1,3,2,2,2.1500000000000004,-1,,2.1500000000000004,-1.0,2.0500000000000007,-1.7,,False,False
077EBB20179F4DDF9DA032AF2B7EE4F4,condition_1,4,0,2,2.046116049925816,1,,0.8,-1.0,0.9,-1.7,,True,False
077EBB20179F4DDF9DA032AF2B7EE4F4,condition_1,4,1,2,0.9,-1.7,,0.8,-1.0,0.9,-1.7,,,False
077EBB20179F4DDF9DA032AF2B7EE4F4,condition_1,4,2,2,0.8,-1,,0.8,-1.0,0.9,-1.7,,False,False
08118FE4A7504A34B93DEC7B88ED4EB6,condition_1,3,0,1,-0.23191378472619695,-0.2,,1.5500000000000007,0.7,1.5500000000000007,0.7,,False,False
08118FE4A7504A34B93DEC7B88ED4EB6,condition_1,3,1,1,1.5500000000000007,0.7,,1.5500000000000007,0.7,1.5500000000000007,0.7,,,False
08118FE4A7504A34B93DEC7B88ED4EB6,condition_1,3,2,1,-2.4042679903778574,-0.4,,1.5500000000000007,0.7,1.5500000000000007,0.7,,False,False
08118FE4A7504A34B93DEC7B88ED4EB6,condition_1,5,0,1,2.8713219451236665,-0.2,,1.0,0.7,1.0,0.7,,False,False
08118FE4A7504A34B93DEC7B88ED4EB6,condition_1,5,1,1,1.0,0.7,,1.0,0.7,1.0,0.7,,,False
08118FE4A7504A34B93DEC7B88ED4EB6,condition_1,5,2,1,2.6641585919200255,-0.4,,1.0,0.7,1.0,0.7,,False,False
08118FE4A7504A34B93DEC7B88ED4EB6,condition_1,1,0,0,2.6,-0.2,,2.6,-0.2,3.0,0.7,,False,False
08118FE4A7504A34B93DEC7B88ED4EB6,condition_1,1,1,0,3.0,0.7,,2.6,-0.2,3.0,0.7,,,False
08118FE4A7504A34B93DEC7B88ED4EB6,condition_1,1,2,0,-1.009346293429695,-0.4,,2.6,-0.2,3.0,0.7,,False,False
08118FE4A7504A34B93DEC7B88ED4EB6,condition_1,2,0,2,2.5775736027888527,-0.2,,2.666666666666666,-0.4,-3.0,0.7,,False,False
08118FE4A7504A34B93DEC7B88ED4EB6,condition_1,2,1,2,-3.0,0.7,,2.666666666666666,-0.4,-3.0,0.7,,,False
08118FE4A7504A34B93DEC7B88ED4EB6,condition_1,2,2,2,2.666666666666666,-0.4,,2.666666666666666,-0.4,-3.0,0.7,,False,False
08118FE4A7504A34B93DEC7B88ED4EB6,condition_1,0,0,2,-1.2898596146834462,-0.2,,1.6,-0.4,2.7,0.7,,False,False
08118FE4A7504A34B93DEC7B88ED4EB6,condition_1,0,1,2,2.7,0.7,,1.6,-0.4,2.7,0.7,,,False
08118FE4A7504A34B93DEC7B88ED4EB6,condition_1,0,2,2,1.6,-0.4,,1.6,-0.4,2.7,0.7,,False,False
08118FE4A7504A34B93DEC7B88ED4EB6,condition_1,4,0,0,-2.6,-0.2,,-2.6,-0.2,-2.2,0.7,,False,False
08118FE4A7504A34B93DEC7B88ED4EB6,condition_1,4,1,0,-2.2,0.7,,-2.6,-0.2,-2.2,0.7,,,False
08118FE4A7504A34B93DEC7B88ED4EB6,condition_1,4,2,0,0.1999671718156537,-0.4,,-2.6,-0.2,-2.2,0.7,,False,False
089D82A5517A4F8DBE81B68F9B619986,condition_1,2,0,1,0.43724580057005813,0,,1.333333333333333,0.0,1.333333333333333,0.0,,False,True
089D82A5517A4F8DBE81B68F9B619986,condition_1,2,1,1,1.333333333333333,0,,1.333333333333333,0.0,1.333333333333333,0.0,,,True
089D82A5517A4F8DBE81B68F9B619986,condition_1,2,2,1,1.7429199478194626,0,,1.333333333333333,0.0,1.333333333333333,0.0,,False,True
089D82A5517A4F8DBE81B68F9B619986,condition_1,1,0,0,2.3,0,,2.3,0.0,-2.0,0.0,,False,True
089D82A5517A4F8DBE81B68F9B619986,condition_1,1,1,0,-2.0,0,,2.3,0.0,-2.0,0.0,,,True
089D82A5517A4F8DBE81B68F9B619986,condition_1,1,2,0,-2.581029342512197,0,,2.3,0.0,-2.0,0.0,,False,True
089D82A5517A4F8DBE81B68F9B619986,condition_1,0,0,1,-2.777194046714676,0,,-0.9,0.0,-0.9,0.0,,False,True
089D82A5517A4F8DBE81B68F9B619986,condition_1,0,1,1,-0.9,0,,-0.9,0.0,-0.9,0.0,,,True
089D82A5517A4F8DBE81B68F9B619986,condition_1,0,2,1,-2.1079540726294916,0,,-0.9,0.0,-0.9,0.0,,False,True
089D82A5517A4F8DBE81B68F9B619986,condition_1,4,0,2,-0.6907515591301436,0,,2.4,0.0,-2.0,0.0,,False,True
089D82A5517A4F8DBE81B68F9B619986,condition_1,4,1,2,-2.0,0,,2.4,0.0,-2.0,0.0,,,True
089D82A5517A4F8DBE81B68F9B619986,condition_1,4,2,2,2.4,0,,2.4,0.0,-2.0,0.0,,False,True
089D82A5517A4F8DBE81B68F9B619986,condition_1,5,0,0,1.7,0,,1.7,0.0,-1.9,0.0,,False,True
089D82A5517A4F8DBE81B68F9B619986,condition_1,5,1,0,-1.9,0,,1.7,0.0,-1.9,0.0,,,True
089D82A5517A4F8DBE81B68F9B619986,condition_1,5,2,0,1.7781805221293139,0,,1.7,0.0,-1.9,0.0,,False,True
089D82A5517A4F8DBE81B68F9B619986,condition_1,3,0,2,1.3397002121696007,0,,1.0500000000000007,0.0,2.0,0.0,,False,True
089D82A5517A4F8DBE81B68F9B619986,condition_1,3,1,2,2.0,0,,1.0500000000000007,0.0,2.0,0.0,,,True
089D82A5517A4F8DBE81B68F9B619986,condition_1,3,2,2,1.0500000000000007,0,,1.0500000000000007,0.0,2.0,0.0,,False,True
09EFBDA9CEE54220897289B04F25FCB1,condition_1,3,0,1,-2.3526885580469132,-1,,2.0,0.0,2.0,0.0,,False,False
09EFBDA9CEE54220897289B04F25FCB1,condition_1,3,1,1,2.0,0,,2.0,0.0,2.0,0.0,,,False
09EFBDA9CEE54220897289B04F25FCB1,condition_1,3,2,1,1.406192172289396,-0.8,,2.0,0.0,2.0,0.0,,False,False
09EFBDA9CEE54220897289B04F25FCB1,condition_1,1,0,1,-1.8620862102259894,-1,,0.8,0.0,0.8,0.0,,False,False
09EFBDA9CEE54220897289B04F25FCB1,condition_1,1,1,1,0.8,0,,0.8,0.0,0.8,0.0,,,False
09EFBDA9CEE54220897289B04F25FCB1,condition_1,1,2,1,-2.8841253779184637,-0.8,,0.8,0.0,0.8,0.0,,False,False
09EFBDA9CEE54220897289B04F25FCB1,condition_1,5,0,2,-0.12469314697002476,-1,,-2.6,-0.8,-1.9,0.0,,False,False
09EFBDA9CEE54220897289B04F25FCB1,condition_1,5,1,2,-1.9,0,,-2.6,-0.8,-1.9,0.0,,,False
09EFBDA9CEE54220897289B04F25FCB1,condition_1,5,2,2,-2.6,-0.8,,-2.6,-0.8,-1.9,0.0,,False,False
09EFBDA9CEE54220897289B04F25FCB1,condition_1,2,0,0,-0.7333333333333343,-1,,-0.7333333333333343,-1.0,1.0666666666666655,0.0,,False,False
09EFBDA9CEE54220897289B04F25FCB1,condition_1,2,1,0,1.0666666666666655,0,,-0.7333333333333343,-1.0,1.0666666666666655,0.0,,,False
09EFBDA9CEE54220897289B04F25FCB1,condition_1,2,2,0,2.4590730625599004,-0.8,,-0.7333333333333343,-1.0,1.0666666666666655,0.0,,False,False
09EFBDA9CEE54220897289B04F25FCB1,condition_1,4,0,2,2.4361206839644316,-1,,1.9,-0.8,1.8,0.0,,False,False
09EFBDA9CEE54220897289B04F25FCB1,condition_1,4,1,2,1.8,0,,1.9,-0.8,1.8,0.0,,,False
09EFBDA9CEE54220897289B04F25FCB1,condition_1,4,2,2,1.9,-0.8,,1.9,-0.8,1.8,0.0,,False,False
09EFBDA9CEE54220897289B04F25FCB1,condition_1,0,0,0,2.4,-1,,2.4,-1.0,2.6,0.0,,False,False
09EFBDA9CEE54220897289B04F25FCB1,condition_1,0,1,0,2.6,0,,2.4,-1.0,2.6,0.0,,,False
09EFBDA9CEE54220897289B04F25FCB1,condition_1,0,2,0,-0.3581564076889645,-0.8,,2.4,-1.0,2.6,0.0,,False,False
09F8069A3FB74F4FAA9BAAE47F366173,condition_1,0,0,1,1.790170165496722,-1,,1.0,-1.6,1.0,-1.6,,True,False
09F8069A3FB74F4FAA9BAAE47F366173,condition_1,0,1,1,1.0,-1.6,,1.0,-1.6,1.0,-1.6,,,False
09F8069A3FB74F4FAA9BAAE47F366173,condition_1,0,2,1,-1.8378190321640469,-0.9,,1.0,-1.6,1.0,-1.6,,False,False
09F8069A3FB74F4FAA9BAAE47F366173,condition_1,3,0,1,-2.042387978496884,-1,,-2.4499999999999993,-1.6,-2.4499999999999993,-1.6,,True,False
09F8069A3FB74F4FAA9BAAE47F366173,condition_1,3,1,1,-2.4499999999999993,-1.6,,-2.4499999999999993,-1.6,-2.4499999999999993,-1.6,,,False
09F8069A3FB74F4FAA9BAAE47F366173,condition_1,3,2,1,2.7502072268460163,-0.9,,-2.4499999999999993,-1.6,-2.4499999999999993,-1.6,,False,False
09F8069A3FB74F4FAA9BAAE47F366173,condition_1,4,0,0,-1.2,-1,,-1.2,-1.0,-2.5,-1.6,,True,False
09F8069A3FB74F4FAA9BAAE47F366173,condition_1,4,1,0,-2.5,-1.6,,-1.2,-1.0,-2.5,-1.6,,,False
09F8069A3FB74F4FAA9BAAE47F366173,condition_1,4,2,0,1.026808623602312,-0.9,,-1.2,-1.0,-2.5,-1.6,,False,False
09F8069A3FB74F4FAA9BAAE47F366173,condition_1,5,0,0,0.9,-1,,0.9,-1.0,3.0,-1.6,,True,False
09F8069A3FB74F4FAA9BAAE47F366173,condition_1,5,1,0,3.0,-1.6,,0.9,-1.0,3.0,-1.6,,,False
09F8069A3FB74F4FAA9BAAE47F366173,condition_1,5,2,0,-1.963253804619558,-0.9,,0.9,-1.0,3.0,-1.6,,False,False
09F8069A3FB74F4FAA9BAAE47F366173,condition_1,1,0,2,-0.9758559392429804,-1,,2.4,-0.9,2.1,-1.6,,True,False
09F8069A3FB74F4FAA9BAAE47F366173,condition_1,1,1,2,2.1,-1.6,,2.4,-0.9,2.1,-1.6,,,False
09F8069A3FB74F4FAA9BAAE47F366173,condition_1,1,2,2,2.4,-0.9,,2.4,-0.9,2.1,-1.6,,False,False
09F8069A3FB74F4FAA9BAAE47F366173,condition_1,2,0,2,1.6368058584261354,-1,,1.9333333333333336,-0.9,-1.3333333333333337,-1.6,,True,False
09F8069A3FB74F4FAA9BAAE47F366173,condition_1,2,1,2,-1.3333333333333337,-1.6,,1.9333333333333336,-0.9,-1.3333333333333337,-1.6,,,False
09F8069A3FB74F4FAA9BAAE47F366173,condition_1,2,2,2,1.9333333333333336,-0.9,,1.9333333333333336,-0.9,-1.3333333333333337,-1.6,,False,False
0AA37D5D01BA4B76A3FF64C0B1F49B70,condition_1,5,0,1,-2.6549283455946875,0.6,,1.1,0.2,1.1,0.2,,False,False
0AA37D5D01BA4B76A3FF64C0B1F49B70,condition_1,5,1,1,1.1,0.2,,1.1,0.2,1.1,0.2,,,False
0AA37D5D01BA4B76A3FF64C0B1F49B70,condition_1,5,2,1,-1.88005962719119,-0.2,,1.1,0.2,1.1,0.2,,False,False
0AA37D5D01BA4B76A3FF64C0B1F49B70,condition_1,0,0,2,1.8220922428147723,0.6,,-1.6,-0.2,-0.5,0.2,,False,False
0AA37D5D01BA4B76A3FF64C0B1F49B70,condition_1,0,1,2,-0.5,0.2,,-1.6,-0.2,-0.5,0.2,,,False
0AA37D5D01BA4B76A3FF64C0B1F49B70,condition_1,0,2,2,-1.6,-0.2,,-1.6,-0.2,-0.5,0.2,,False,False
0AA37D5D01BA4B76A3FF64C0B1F49B70,condition_1,1,0,0,1.9,0.6,,1.9,0.6,0.6,0.2,,False,False
0AA37D5D01BA4B76A3FF64C0B1F49B70,condition_1,1,1,0,0.6,0.2,,1.9,0.6,0.6,0.2,,,False
0AA37D5D01BA4B76A3FF64C0B1F49B70,condition_1,1,2,0,-1.5826688015611605,-0.2,,1.9,0.6,0.6,0.2,,False,False
0AA37D5D01BA4B76A3FF64C0B1F49B70,condition_1,3,0,1,-0.4849397835743696,0.6,,1.0500000000000007,0.2,1.0500000000000007,0.2,,False,False
0AA37D5D01BA4B76A3FF64C0B1F49B70,condition_1,3,1,1,1.0500000000000007,0.2,,1.0500000000000007,0.2,1.0500000000000007,0.2,,,False
0AA37D5D01BA4B76A3FF64C0B1F49B70,condition_1,3,2,1,-0.4180604519275972,-0.2,,1.0500000000000007,0.2,1.0500000000000007,0.2,,False,False
0AA37D5D01BA4B76A3FF64C0B1F49B70,condition_1,2,0,0,-2.066666666666667,0.6,,-2.066666666666667,0.6,-1.5333333333333337,0.2,,False,False
0AA37D5D01BA4B76A3FF64C0B1F49B70,condition_1,2,1,0,-1.5333333333333337,0.2,,-2.066666666666667,0.6,-1.5333333333333337,0.2,,,False
