participantId,idx,bot_detection,reported_ideology,labels,answer_distance
1542E6F75D704E3BA0D5726CF3CA1F43,2,False,-2.0,"[0, 4, 8]",0
15FB8938DB8B4885A5A995ABADB04697,0,False,-1.0,"[2, 6, 8]",0
15FB8938DB8B4885A5A995ABADB04697,1,False,1.0,"[1, 4, 8]",0
15FB8938DB8B4885A5A995ABADB04697,2,False,1.0,"[2, 6, 8]",0
1612C8A4DD6048458F89D711FDF87FBB,0,False,-0.1,"[4, 6, 8]",0
1612C8A4DD6048458F89D711FDF87FBB,1,False,-1.0,"[0, 6, 8]",0
1612C8A4DD6048458F89D711FDF87FBB,2,False,-1.0,"[1, 4, 6]",0
188145C8A37249E8AE132A6E207C669A,0,False,2.0,"[0, 7, 6]",0
188145C8A37249E8AE132A6E207C669A,1,False,2.0,"[0, 7, 6]",0
188145C8A37249E8AE132A6E207C669A,2,False,1.0,"[0, 7, 6]",0
18DC40E728E246CE89C2D112A051AC59,0,True,0.0,"[2, 7]",0
18DC40E728E246CE89C2D112A051AC59,1,False,-0.4,"[1, 3, 8]",0
18DC40E728E246CE89C2D112A051AC59,2,False,0.0,"[0, 4, 8]",0
1921A50AF88347C18FEF1D8452CF38A3,0,True,0.0,[2],0
1921A50AF88347C18FEF1D8452CF38A3,1,False,0.0,[3],0
1921A50AF88347C18FEF1D8452CF38A3,2,True,0.0,[3],0
194B407920E54E169614F93C42925AB2,0,False,1.0,[3],0
194B407920E54E169614F93C42925AB2,1,False,1.3,"[2, 6, 8]",0
194B407920E54E169614F93C42925AB2,2,False,-1.0,[1],0
1A24AEAA97534FB2BC56EF43209C24E5,0,False,0.9,"[2, 4, 8]",0
1A24AEAA97534FB2BC56EF43209C24E5,1,False,0.0,"[1, 4, 6]",0
1A24AEAA97534FB2BC56EF43209C24E5,2,False,-0.4,"[1, 4, 6]",0
1A7A973EBA6B46E3BB0840196EFFCB85,0,False,1.0,"[3, 4]",0
1A7A973EBA6B46E3BB0840196EFFCB85,1,False,2.0,"[2, 4]",0
1A7A973EBA6B46E3BB0840196EFFCB85,2,False,-0.2,"[1, 7]",0
1BF9A4A9355F496097B6BF475F98003E,0,False,1.9,"[2, 7]",0
1BF9A4A9355F496097B6BF475F98003E,1,False,0.0,"[5, 8, 3]",0
1BF9A4A9355F496097B6BF475F98003E,2,False,-1.0,"[1, 6]",0
1D7343B38ECA44758C4993C48B60B93B,0,False,0.0,[3],0
1D7343B38ECA44758C4993C48B60B93B,1,False,0.0,[3],0
1D7343B38ECA44758C4993C48B60B93B,2,False,0.0,[1],0
1D861F84387C4C2DBAC26C49CDF58AB5,0,False,1.3,"[2, 4, 7]",0
1D861F84387C4C2DBAC26C49CDF58AB5,1,False,-1.6,"[0, 5, 8]",0
1D861F84387C4C2DBAC26C49CDF58AB5,2,False,-1.2,"[5, 0, 7]",0
1E27521968A6484F969DA4F897AC6917,0,True,0.0,"[3, 8, 4]",0
1E27521968A6484F969DA4F897AC6917,1,False,0.0,"[1, 8, 4]",0
1E27521968A6484F969DA4F897AC6917,2,False,0.0,"[1, 4, 8]",0
1F74267F1EEF45EA9C1083FC5F9C086E,0,True,1.8,"[2, 7]",0
1F74267F1EEF45EA9C1083FC5F9C086E,1,False,-1.1,"[1, 4]",0
1F74267F1EEF45EA9C1083FC5F9C086E,2,True,-1.7,"[0, 4]",0
1FCEC0C135094DEE867E3FF7482CBFA8,0,True,0.2,"[2, 6, 8]",0
1FCEC0C135094DEE867E3FF7482CBFA8,1,False,0.8,[3],0
1FCEC0C135094DEE867E3FF7482CBFA8,2,True,-0.2,"[0, 4, 7]",0
2096241C7A2D4807B7A396CCA07FB150,0,False,0.8,"[2, 7, 9]",0
2096241C7A2D4807B7A396CCA07FB150,1,False,0.4,"[6, 8, 1]",0
2096241C7A2D4807B7A396CCA07FB150,2,False,-0.5,"[2, 5]",0
23CC67D655E247ACADFB500FE96B2674,0,False,1.0,"[3, 4, 8]",0
23CC67D655E247ACADFB500FE96B2674,1,False,-1.0,"[1, 8]",0
23CC67D655E247ACADFB500FE96B2674,2,False,-1.0,"[1, 4, 8]",0
24E31FB6D3654351A84E69D8BB86FD74,0,False,0.0,"[9, 2, 5]",0
24E31FB6D3654351A84E69D8BB86FD74,1,False,0.0,"[0, 4, 6]",0
24E31FB6D3654351A84E69D8BB86FD74,2,False,0.0,"[0, 4, 6]",0
2734CB95451342758D412767C5CD4B98,0,True,1.0,"[2, 4, 8]",0
2734CB95451342758D412767C5CD4B98,1,False,-0.5,"[1, 8, 4]",0
2734CB95451342758D412767C5CD4B98,2,True,-1.0,"[0, 4, 8]",0
27ED3E8F26C24F599DFB267D141BC0EF,0,False,0.0,"[1, 6]",0
27ED3E8F26C24F599DFB267D141BC0EF,1,False,0.0,"[5, 0]",0
27ED3E8F26C24F599DFB267D141BC0EF,2,False,0.0,"[2, 7]",0
28C06D84EADE4596BD7C585E8466F72F,0,False,1.7,"[2, 5]",0
28C06D84EADE4596BD7C585E8466F72F,1,False,0.0,"[4, 7, 8]",0
28C06D84EADE4596BD7C585E8466F72F,2,False,0.7,[3],0
2B5124A2C09A4AF999181A419EC47EF1,0,False,2.0,"[2, 6, 8]",0
2B5124A2C09A4AF999181A419EC47EF1,1,False,-1.0,"[1, 6, 8]",0
2B5124A2C09A4AF999181A419EC47EF1,2,False,-2.0,"[0, 6, 8]",0
2B9CDEB94D854C50B2C7434C523DA57C,0,False,-0.6,[1],0
2B9CDEB94D854C50B2C7434C523DA57C,1,False,1.0,[3],0
2B9CDEB94D854C50B2C7434C523DA57C,2,False,-1.8,[0],0
2BE069E97A5A4F9AB1C1B614B94A7010,0,False,1.4,[2],0
2BE069E97A5A4F9AB1C1B614B94A7010,1,False,2.0,[2],0
2BE069E97A5A4F9AB1C1B614B94A7010,2,False,-1.0,[0],0
2C047FF0B68446419C00F9DD433562E0,0,False,0.0,"[8, 4]",0
2C047FF0B68446419C00F9DD433562E0,1,False,0.0,"[8, 4]",0
2C047FF0B68446419C00F9DD433562E0,2,True,0.0,"[8, 4]",0
2C1FAB16527D44AE9D8E424932793470,0,True,0.0,"[3, 7, 8]",0
2C1FAB16527D44AE9D8E424932793470,1,False,0.0,"[1, 6, 4]",0
2C1FAB16527D44AE9D8E424932793470,2,True,0.0,"[1, 5, 8]",0
2D9111ABEE60470DB4634FC73BBFCEE4,0,False,0.0,[3],0
2D9111ABEE60470DB4634FC73BBFCEE4,1,False,0.0,[6],0
2D9111ABEE60470DB4634FC73BBFCEE4,2,False,0.0,[1],0
2E417039AC43400FBCB5ECED3B216FAE,0,True,1.7,"[2, 6, 8]",0
2E417039AC43400FBCB5ECED3B216FAE,1,False,1.5,"[2, 4, 8]",0
2E417039AC43400FBCB5ECED3B216FAE,2,True,-2.0,"[0, 5, 9]",0
3049381DCB914317A15F5CAB63820466,0,False,0.0,"[2, 8, 6]",0
3049381DCB914317A15F5CAB63820466,1,False,0.0,"[2, 4, 8]",0
3049381DCB914317A15F5CAB63820466,2,False,0.0,"[7, 0, 5]",0
312642AC1BAC48A98BCA5FF4078B3859,0,False,1.6,[2],0
312642AC1BAC48A98BCA5FF4078B3859,1,False,2.0,[2],0
312642AC1BAC48A98BCA5FF4078B3859,2,False,1.1,"[2, 3]",0
324B2441F30748119F18018DF3C2A9BF,0,False,2.0,"[2, 6, 8]",0
324B2441F30748119F18018DF3C2A9BF,1,False,1.1,"[3, 6, 8]",0
324B2441F30748119F18018DF3C2A9BF,2,False,-2.0,"[0, 4, 7]",0
32E18E515D7447A88C75CBCB57FA8D62,0,False,1.7,"[2, 7]",0
32E18E515D7447A88C75CBCB57FA8D62,1,False,-1.6,"[0, 4, 8]",0
32E18E515D7447A88C75CBCB57FA8D62,2,False,-1.6,"[8, 4, 0]",0
333EBBD183C14B108FF69B994DECBAD7,0,False,0.0,"[0, 6, 4]",0
333EBBD183C14B108FF69B994DECBAD7,1,False,0.0,"[4, 8, 0]",0
333EBBD183C14B108FF69B994DECBAD7,2,False,0.0,"[0, 6, 4]",0
33AA135E2637478D90D198D800055C1D,0,False,0.9,"[4, 7, 6]",0
33AA135E2637478D90D198D800055C1D,1,False,0.3,"[4, 5, 6]",0
33AA135E2637478D90D198D800055C1D,2,False,0.5,"[7, 6, 8]",0
3634B7B96900498DB70832FE9720B416,0,False,2.0,"[2, 5, 9]",0
3634B7B96900498DB70832FE9720B416,1,False,-0.4,"[6, 8, 5]",0
3634B7B96900498DB70832FE9720B416,2,False,-1.7,"[0, 7, 9]",0
3815EF1D26874BBEB7DCEF0527F112C7,0,False,1.5,"[8, 6, 2]",0
3815EF1D26874BBEB7DCEF0527F112C7,1,False,2.0,"[2, 6, 8]",0
3815EF1D26874BBEB7DCEF0527F112C7,2,False,-2.0,"[0, 7, 9]",0
3887EED8204B4EC2827096702285F974,0,False,2.0,"[2, 5]",0
3887EED8204B4EC2827096702285F974,1,False,-1.0,"[1, 6]",0
3887EED8204B4EC2827096702285F974,2,False,-1.6,"[0, 6]",0
38F0713B7CAE47A8A99183E63455B086,0,False,0.0,"[2, 5, 6]",0
38F0713B7CAE47A8A99183E63455B086,1,False,0.0,"[2, 4, 6]",0
38F0713B7CAE47A8A99183E63455B086,2,False,0.0,"[0, 4, 7]",0
3A027EB458E1432AB5977770B373F0CB,0,False,1.9,"[2, 8, 6]",0
3A027EB458E1432AB5977770B373F0CB,1,False,-1.0,"[1, 8, 4]",0
3A027EB458E1432AB5977770B373F0CB,2,False,1.1,"[0, 4, 8]",0
3A47BE994BF14AF4A8483FA3579FF261,0,False,2.0,"[2, 4, 6]",0
3A47BE994BF14AF4A8483FA3579FF261,1,False,1.0,"[3, 4, 6]",0
3A47BE994BF14AF4A8483FA3579FF261,2,False,-1.7,"[0, 4, 6]",0
3A4B75C66EAC43E1AC2C4E362E253626,0,False,0.8,[2],0
3A4B75C66EAC43E1AC2C4E362E253626,1,False,0.0,"[4, 6, 8]",0
3A4B75C66EAC43E1AC2C4E362E253626,2,False,-0.6,[0],0
3B38A5254DE54246AF0CED838E6E24A3,0,False,0.0,"[4, 6, 8]",0
3B38A5254DE54246AF0CED838E6E24A3,1,False,0.0,"[4, 6, 8]",0
3B38A5254DE54246AF0CED838E6E24A3,2,False,0.0,"[4, 6, 8]",0
3C095471AA20461487959DEC036918C1,0,False,-0.3,"[4, 6]",0
3C095471AA20461487959DEC036918C1,1,False,0.5,"[3, 4]",0
3C095471AA20461487959DEC036918C1,2,False,-0.4,"[4, 6]",0
3F38F252286247618485E879DFAFAD45,0,True,1.0,"[3, 5]",0
3F38F252286247618485E879DFAFAD45,1,False,0.0,[5],0
3F38F252286247618485E879DFAFAD45,2,True,-1.0,"[1, 5]",0
3FCCF0A57A29416DAF75B1C0606DB423,0,False,1.3,"[2, 7]",0
3FCCF0A57A29416DAF75B1C0606DB423,1,False,-1.2,"[0, 4]",0
3FCCF0A57A29416DAF75B1C0606DB423,2,False,-1.3,"[0, 4]",0
4026B3CD0B5A441F8B39D6E261E2CC32,0,False,0.9,[8],0
4026B3CD0B5A441F8B39D6E261E2CC32,1,False,1.9,"[6, 4]",0
4026B3CD0B5A441F8B39D6E261E2CC32,2,False,-1.0,[2],0
414A0C606F604DF99ADFD1E5B0EC5E80,0,False,0.6,[3],0
414A0C606F604DF99ADFD1E5B0EC5E80,1,False,1.1,[2],0
414A0C606F604DF99ADFD1E5B0EC5E80,2,False,-0.8,[1],0
416EBD8D331F46B39221A4C38A815F35,0,False,-0.5,[2],0
416EBD8D331F46B39221A4C38A815F35,1,False,-0.7,"[1, 8, 6]",0
416EBD8D331F46B39221A4C38A815F35,2,False,0.7,"[6, 1, 8]",0
46D5CFCE1AE14FBDA4BD9C9FCC69ECBB,0,False,-0.5,"[3, 5, 1]",0
46D5CFCE1AE14FBDA4BD9C9FCC69ECBB,1,False,-1.2,"[0, 1, 7]",0
46D5CFCE1AE14FBDA4BD9C9FCC69ECBB,2,True,0.6,"[3, 5]",0
46E1DF35E04F42E58DE197C74B237F47,0,True,1.5,[2],0
46E1DF35E04F42E58DE197C74B237F47,1,False,-0.4,"[1, 4, 8]",0
46E1DF35E04F42E58DE197C74B237F47,2,True,-1.7,"[0, 4, 7]",0
470F955948094E0A988927C18FA79332,0,False,1.9,[2],0
470F955948094E0A988927C18FA79332,1,False,1.0,[3],0
470F955948094E0A988927C18FA79332,2,False,1.0,[3],0
48336A322C2247CBA0D3135FC778C18E,0,False,0.0,[4],0
48336A322C2247CBA0D3135FC778C18E,1,False,0.0,"[2, 6, 4]",0
48336A322C2247CBA0D3135FC778C18E,2,False,0.0,[4],0
48D5140AC9874C54ABEF26D27EA21C9C,0,True,0.0,"[0, 4, 7]",0
48D5140AC9874C54ABEF26D27EA21C9C,1,False,0.0,"[3, 8, 6]",0
48D5140AC9874C54ABEF26D27EA21C9C,2,False,0.0,"[1, 5, 6]",0
49503DFCE7BA46E0AFA0427A02FFEF2D,0,True,1.7,"[2, 5, 7]",0
49503DFCE7BA46E0AFA0427A02FFEF2D,1,False,0.1,"[4, 8, 6]",0
49503DFCE7BA46E0AFA0427A02FFEF2D,2,False,-1.4,"[0, 8, 4]",0
4A6B19005318406EA6ADB00DF70122F3,0,False,-0.4,"[1, 5, 7]",0
4A6B19005318406EA6ADB00DF70122F3,1,False,0.3,"[1, 3, 4]",0
4A6B19005318406EA6ADB00DF70122F3,2,True,-1.0,"[1, 5]",0
4A83FD8211ED465BA2EF3CD4305340D4,0,False,1.3,"[2, 5, 7]",0
4A83FD8211ED465BA2EF3CD4305340D4,1,False,-1.1,"[0, 4, 8]",0
4A83FD8211ED465BA2EF3CD4305340D4,2,False,-1.5,"[0, 4, 7]",0
4B318258FF274938BCFEEE924B144050,0,False,2.0,"[2, 9, 7]",0
4B318258FF274938BCFEEE924B144050,1,False,-2.0,[0],0
4B318258FF274938BCFEEE924B144050,2,False,-2.0,"[0, 4, 8]",0
4C93DAB1B37442D6A16EB9E375E8BD0A,0,False,1.9,"[8, 6, 2]",0
4C93DAB1B37442D6A16EB9E375E8BD0A,1,False,0.8,"[8, 3, 6]",0
4C93DAB1B37442D6A16EB9E375E8BD0A,2,False,-1.5,"[8, 1, 6]",0
4C996CBA7A25444D9FFBD5938F22D79E,0,False,0.0,[1],0
4C996CBA7A25444D9FFBD5938F22D79E,1,False,0.0,[2],0
4C996CBA7A25444D9FFBD5938F22D79E,2,False,0.0,"[0, 7]",0
4EFF0F01D3F94531835DF155CC8B22DD,0,True,1.0,"[3, 8, 4]",0
4EFF0F01D3F94531835DF155CC8B22DD,1,False,0.0,"[6, 8, 4]",0
4EFF0F01D3F94531835DF155CC8B22DD,2,True,-1.0,"[0, 4, 7]",0
4F1063188F12436C938D96CFE22D8287,0,False,1.6,"[2, 6, 8]",0
4F1063188F12436C938D96CFE22D8287,1,False,1.0,"[3, 8]",0
4F1063188F12436C938D96CFE22D8287,2,False,-1.0,"[1, 7, 4]",0
4F30FD1F9A8649E7B5F6F712F30F9DDD,0,False,1.0,[3],0
4F30FD1F9A8649E7B5F6F712F30F9DDD,1,False,0.0,"[6, 8, 5]",0
4F30FD1F9A8649E7B5F6F712F30F9DDD,2,False,-1.6,"[0, 4]",0
50702036006D4A2EB5A1D51F641BEF19,0,False,1.5,[2],0
50702036006D4A2EB5A1D51F641BEF19,1,False,0.3,[3],0
50702036006D4A2EB5A1D51F641BEF19,2,False,-0.7,[0],0
52599D8AD46D4499ACECA3ABD4047F61,0,False,-2.0,"[0, 8, 6]",0
52599D8AD46D4499ACECA3ABD4047F61,1,False,-1.0,"[1, 8, 6]",0
52599D8AD46D4499ACECA3ABD4047F61,2,False,-2.0,"[0, 8, 6]",0
5263C5CBB07E4115A38CB8DB5FC6DF82,0,True,2.0,[2],0
5263C5CBB07E4115A38CB8DB5FC6DF82,1,False,-1.0,"[1, 4, 8]",0
5263C5CBB07E4115A38CB8DB5FC6DF82,2,True,1.6,"[7, 2, 5]",0
53C578B04E1345989CD24CD9D61D1F9A,0,False,0.9,"[3, 8, 2]",0
53C578B04E1345989CD24CD9D61D1F9A,1,False,-1.9,"[0, 8, 6]",0
53C578B04E1345989CD24CD9D61D1F9A,2,False,-1.0,"[1, 4, 8]",0
5402A874F69D4E65AE127F87A81B62C5,0,False,-0.9,"[1, 7]",0
5402A874F69D4E65AE127F87A81B62C5,1,False,2.0,"[2, 4, 8]",0
5402A874F69D4E65AE127F87A81B62C5,2,False,-2.0,"[0, 7]",0
5548A06D2AF44E609B4FF8E9237E91FC,0,False,1.0,"[8, 2, 0]",0
5548A06D2AF44E609B4FF8E9237E91FC,1,False,1.1,"[8, 6, 0]",0
5548A06D2AF44E609B4FF8E9237E91FC,2,False,0.0,"[1, 7, 5]",0
5580E9D05D684FD5BD0CE1D5CE127E9A,0,True,-0.8,"[2, 7]",0
5580E9D05D684FD5BD0CE1D5CE127E9A,1,False,-0.5,"[1, 6]",0
5580E9D05D684FD5BD0CE1D5CE127E9A,2,False,1.0,"[0, 5]",0
56F484838EBB4A8D8094FEB25CE18FBC,0,False,1.5,[3],0
56F484838EBB4A8D8094FEB25CE18FBC,1,False,-1.0,[1],0
56F484838EBB4A8D8094FEB25CE18FBC,2,False,-1.4,"[1, 7]",0
577E89BDF2FC4EED92C84DF58663F97C,0,False,1.6,"[2, 5]",0
577E89BDF2FC4EED92C84DF58663F97C,1,False,-1.6,"[0, 4, 8]",0
577E89BDF2FC4EED92C84DF58663F97C,2,False,1.0,"[3, 4]",0
58B4856A8B8449E7842162BA07575F31,0,False,0.7,"[3, 8, 4]",0
58B4856A8B8449E7842162BA07575F31,1,False,1.4,"[2, 4, 6]",0
58B4856A8B8449E7842162BA07575F31,2,False,-0.6,"[1, 8]",0
5A1F20D06AE74E2F873BA6161A598FA7,0,False,1.8,[2],0
5A1F20D06AE74E2F873BA6161A598FA7,1,False,1.3,[3],0
5A1F20D06AE74E2F873BA6161A598FA7,2,False,-0.8,[1],0
5A78ABB274144346AE5C16EFEF231F21,0,False,-0.4,"[3, 4]",0
5A78ABB274144346AE5C16EFEF231F21,1,False,1.3,"[2, 4, 8]",0
5A78ABB274144346AE5C16EFEF231F21,2,False,-1.0,"[0, 4]",0
5A8687A24C8C475B88B208DBA3503EA2,0,False,2.0,"[8, 2]",0
5A8687A24C8C475B88B208DBA3503EA2,1,False,2.0,"[2, 4, 8]",0
5A8687A24C8C475B88B208DBA3503EA2,2,False,-2.0,"[0, 7, 9]",0
5C4237C0E9244D8B9BB2DFFC1A8A2D93,0,False,-2.0,"[2, 5]",0
5C4237C0E9244D8B9BB2DFFC1A8A2D93,1,False,-2.0,"[0, 4, 6]",0
5C4237C0E9244D8B9BB2DFFC1A8A2D93,2,False,2.0,"[0, 6, 8]",0
5D0C8890E0204C78A41B79C23F5F445A,0,False,2.0,[2],0
5D0C8890E0204C78A41B79C23F5F445A,1,False,-1.0,[1],0
5D0C8890E0204C78A41B79C23F5F445A,2,False,-2.0,[0],0
5D5820374DC04680AAA6E5263110631B,0,True,2.0,"[7, 2]",0
5D5820374DC04680AAA6E5263110631B,1,False,-2.0,[0],0
5D5820374DC04680AAA6E5263110631B,2,True,1.0,[2],0
5FDB3BC862C84D0E943E024F2405F0E7,0,True,1.8,"[2, 6, 7]",0
5FDB3BC862C84D0E943E024F2405F0E7,1,False,-1.8,"[0, 4, 8]",0
5FDB3BC862C84D0E943E024F2405F0E7,2,False,-1.3,"[0, 7, 5]",0
60AC34CB88474422A00F2AFD7B957A88,0,False,1.6,"[2, 8, 6]",0
60AC34CB88474422A00F2AFD7B957A88,1,False,0.8,"[3, 8, 6]",0
60AC34CB88474422A00F2AFD7B957A88,2,False,-0.7,"[1, 8, 6]",0
61FFB453863242FDA4ED125D8E818F3C,0,False,-0.8,[3],0
61FFB453863242FDA4ED125D8E818F3C,1,False,0.0,[2],0
61FFB453863242FDA4ED125D8E818F3C,2,False,-0.6,[1],0
6265E6719CC74F818FEADEF2DD050744,0,False,0.6,"[3, 7, 9]",0
6265E6719CC74F818FEADEF2DD050744,1,False,-1.9,"[0, 8]",0
6265E6719CC74F818FEADEF2DD050744,2,True,-1.0,"[0, 6]",0
64408F7F8FEE4FD58F774742B0C614DF,0,True,-1.4,[1],0
64408F7F8FEE4FD58F774742B0C614DF,1,False,1.5,"[8, 2, 6]",0
64408F7F8FEE4FD58F774742B0C614DF,2,False,-1.5,[1],0
645B3D6D74E0427D8F045703B6C85D9F,0,False,2.0,"[2, 7, 6]",0
645B3D6D74E0427D8F045703B6C85D9F,1,False,-0.6,"[1, 3, 5]",0
645B3D6D74E0427D8F045703B6C85D9F,2,False,-1.5,"[0, 4, 6]",0
64C5041807494478A37578E871AB2D33,0,True,-1.0,"[7, 5, 9]",0
64C5041807494478A37578E871AB2D33,1,False,1.1,"[3, 8, 4]",0
64C5041807494478A37578E871AB2D33,2,True,0.6,"[3, 4, 6]",0
67BF8445DB4F4A898EB3F79CD29E0AC6,0,False,0.0,"[1, 8, 3]",0
67BF8445DB4F4A898EB3F79CD29E0AC6,1,False,0.0,"[2, 4, 6]",0
67BF8445DB4F4A898EB3F79CD29E0AC6,2,False,0.0,"[0, 7, 9]",0
697ED72FE3E7439FAD33466A71E576A9,0,True,-1.7,"[1, 5]",0
697ED72FE3E7439FAD33466A71E576A9,1,False,1.6,"[2, 4, 8]",0
697ED72FE3E7439FAD33466A71E576A9,2,True,-0.9,[0],0
6A2F5883EA93483B96CFC67AF03EB821,0,True,-2.0,"[1, 7]",0
6A2F5883EA93483B96CFC67AF03EB821,1,False,2.0,"[3, 6]",0
6A2F5883EA93483B96CFC67AF03EB821,2,True,-1.0,"[1, 7]",0
6C0D8E38376245E689026BC1C36808A6,0,False,0.0,"[2, 4, 7]",0
6C0D8E38376245E689026BC1C36808A6,1,False,0.0,"[2, 4, 6]",0
6C0D8E38376245E689026BC1C36808A6,2,False,0.0,"[0, 4, 6]",0
6CB68DA1AE894B6C92D61002A8E24051,0,False,0.0,"[2, 8]",0
6CB68DA1AE894B6C92D61002A8E24051,1,False,0.0,"[2, 8, 4]",0
6CB68DA1AE894B6C92D61002A8E24051,2,False,0.0,"[0, 7]",0
6F2AD7583EB240299F8BF11D92B30A12,0,False,1.8,"[2, 8]",0
6F2AD7583EB240299F8BF11D92B30A12,1,False,-0.4,"[1, 6]",0
6F2AD7583EB240299F8BF11D92B30A12,2,False,-1.4,"[0, 4]",0
7035AEDD53114236B8FB79078D767F5A,0,False,1.4,"[2, 7]",0
7035AEDD53114236B8FB79078D767F5A,1,False,-1.7,"[0, 6, 4]",0
7035AEDD53114236B8FB79078D767F5A,2,False,-1.7,"[0, 4]",0
704A166028BA4C3EAAB0715FE2D230FD,0,False,0.0,"[2, 9]",0
704A166028BA4C3EAAB0715FE2D230FD,1,False,0.0,[0],0
704A166028BA4C3EAAB0715FE2D230FD,2,False,0.0,[0],0
705AE8B61F6746F8B691B74413A212EC,0,False,2.0,"[9, 2]",0
705AE8B61F6746F8B691B74413A212EC,1,False,-2.0,"[0, 4, 8]",0
705AE8B61F6746F8B691B74413A212EC,2,False,-1.0,[0],0
718C02EEBD6F495698710BC7337CF346,0,True,1.3,[2],0
718C02EEBD6F495698710BC7337CF346,1,False,-1.0,[1],0
718C02EEBD6F495698710BC7337CF346,2,False,-1.0,"[1, 6]",0
728CBAB7EEA248528C4AAAED320F538F,0,False,2.0,"[2, 7, 5]",0
728CBAB7EEA248528C4AAAED320F538F,1,False,-1.7,"[0, 8]",0
728CBAB7EEA248528C4AAAED320F538F,2,False,-0.4,"[1, 3, 8]",0
73285C2A87C04EE38A7C4D8ED86AD414,0,False,1.5,"[2, 7]",0
73285C2A87C04EE38A7C4D8ED86AD414,1,False,-1.7,[0],0
73285C2A87C04EE38A7C4D8ED86AD414,2,False,0.3,[3],0
744714E340DB43A9BF547F27A1FC506D,0,False,-0.5,"[2, 5, 7]",0
744714E340DB43A9BF547F27A1FC506D,1,False,1.0,"[2, 8]",0
744714E340DB43A9BF547F27A1FC506D,2,False,-1.2,"[1, 7]",0
74D5EA9BEE624FD0A1A35C21B5D11E12,0,False,1.8,"[2, 9]",0
74D5EA9BEE624FD0A1A35C21B5D11E12,1,False,-0.8,[0],0
74D5EA9BEE624FD0A1A35C21B5D11E12,2,False,-1.2,[0],0
757649A93CB94B75A0161FD02A0BD864,0,False,-0.6,[1],0
757649A93CB94B75A0161FD02A0BD864,1,False,0.0,[5],0
757649A93CB94B75A0161FD02A0BD864,2,False,-0.7,[0],0
