participantId,condition,ideology_all_zeros,idx_of_question,who_answers_first,bot_detection,ideology,bot_ideology,ideology_distance,answer,bot_answer,answer_distance,affection_competence,affection_warmth
0207800282DC461FB786F34E978670DB,2,False,4,1,True,-0.6,"[1.6, -1.5]","[2.2, 0.9]",1.1,"[1.0897667839480043, -1.779337016115466]",1.7016666666666669,0,0
0207800282DC461FB786F34E978670DB,2,False,0,0,True,-0.6,[1.6],2.2,1.1,[1],0.10000000000000009,0,0
0207800282DC461FB786F34E978670DB,2,False,1,2,True,-0.6,[-1.5],0.9,-1.5,[-2.7],1.2000000000000002,0,0
0207800282DC461FB786F34E978670DB,2,False,2,0,True,-0.6,[1.6],2.2,1.0,[-2.6],3.6,0,0
0207800282DC461FB786F34E978670DB,2,False,5,1,True,-0.6,"[1.6, -1.5]","[2.2, 0.9]",2.0,"[1.9066968360905276, 2.711625445295466]",2.1666666666666665,0,0
0207800282DC461FB786F34E978670DB,2,False,3,2,True,-0.6,[-1.5],0.9,0.5500000000000007,[0.9499999999999992],0.39999999999999847,0,0
0262A6C4C3664465B2807CF144E0B9F7,2,False,2,1,False,0.2,"[1.6, -0.3]","[1.4000000000000001, 0.5]",1.1999999999999993,"[-2.074900941246982, 1.0700579101034267]",1.7399999999999995,0,1
0262A6C4C3664465B2807CF144E0B9F7,2,False,1,1,False,0.2,"[1.6, -0.3]","[1.4000000000000001, 0.5]",-2.0,"[-2.879413221058152, 1.9377519010270552]",2.1666666666666665,0,1
0262A6C4C3664465B2807CF144E0B9F7,2,False,4,0,False,0.2,[1.6],1.4000000000000001,-1.8,[1.2],3.0,0,0
0262A6C4C3664465B2807CF144E0B9F7,2,False,0,2,False,0.2,[-0.3],0.5,2.6,[1.5],1.1,0,1
0262A6C4C3664465B2807CF144E0B9F7,2,False,3,0,False,0.2,[1.6],1.4000000000000001,-2.9000000000000004,[-1.1999999999999993],1.700000000000001,0,0
0262A6C4C3664465B2807CF144E0B9F7,2,False,5,2,False,0.2,[-0.3],0.5,-1.8,[-1.1],0.7,0,1
0271A187718B4488A4B1407D940D09D9,2,True,4,1,False,0.0,"[0.0, 0.0]","[0, 0]",-2.1,"[2.3684282151570866, 0.37058691914458697]",2.235,1,1
0271A187718B4488A4B1407D940D09D9,2,True,1,1,False,0.0,"[0.0, 0.0]","[0, 0]",-0.5,"[-0.5304121674959745, 0.06023154192468638]",1.5416666666666667,1,1
0271A187718B4488A4B1407D940D09D9,2,True,2,2,False,0.0,[0.0],0,0.5999999999999996,[1.333333333333333],0.7333333333333334,1,0
0271A187718B4488A4B1407D940D09D9,2,True,5,0,False,0.0,[0.0],0,0.5,[1.8],1.3,1,0
0271A187718B4488A4B1407D940D09D9,2,True,3,2,False,0.0,[0.0],0,0.4000000000000003,[0.4499999999999993],0.04999999999999899,1,0
0271A187718B4488A4B1407D940D09D9,2,True,0,0,False,0.0,[0.0],0,1.2,[-0.5],1.7,1,0
028687F82CEF4E15B1B596ED0A8BD7A1,2,False,1,1,False,-2.0,"[0.6, -2.0]","[2.6, 0]",-3.0,"[-0.610853051698415, 0.31145466497924446]",3.0,0,1
028687F82CEF4E15B1B596ED0A8BD7A1,2,False,5,1,False,-2.0,"[0.6, -2.0]","[2.6, 0]",-3.0,"[-1.452864866812322, -0.6618352907312826]",3.0,0,1
028687F82CEF4E15B1B596ED0A8BD7A1,2,False,3,0,False,-2.0,[0.6],2.6,1.6999999999999993,[-1.0500000000000007],2.75,0,0
028687F82CEF4E15B1B596ED0A8BD7A1,2,False,2,0,False,-2.0,[0.6],2.6,0.20000000000000015,[1.7333333333333334],1.5333333333333332,0,0
028687F82CEF4E15B1B596ED0A8BD7A1,2,False,4,2,False,-2.0,[-2.0],0,-3.0,[-2.5],0.5,0,1
028687F82CEF4E15B1B596ED0A8BD7A1,2,False,0,2,False,-2.0,[-2.0],0,1.0,[1],0.0,0,1
03204146D04547308EC69CEDD44A37F9,2,False,3,1,False,0.0,"[1.0, -1.0]","[1, 1]",2.0,"[-0.6678257003560937, -1.858257591131383]",2.1666666666666665,1,1
03204146D04547308EC69CEDD44A37F9,2,False,5,1,False,0.0,"[1.0, -1.0]","[1, 1]",-1.9,"[2.5184272920979236, -1.525024998519511]",2.1016666666666666,1,1
03204146D04547308EC69CEDD44A37F9,2,False,0,0,False,0.0,[1.0],1,2.0,[-3],5.0,0,0
03204146D04547308EC69CEDD44A37F9,2,False,1,2,False,0.0,[-1.0],1,0.0,[1.1],1.1,0,0
03204146D04547308EC69CEDD44A37F9,2,False,2,0,False,0.0,[1.0],1,1.0,[2.466666666666667],1.4666666666666668,0,0
03204146D04547308EC69CEDD44A37F9,2,False,4,2,False,0.0,[-1.0],1,2.0,[0.6],1.4,0,0
034AA152656B4D7A978ECD958E2EC126,2,True,2,1,False,0.0,"[0.0, 0.0]","[0, 0]",2.7333333333333325,"[-2.4547595598696637, -0.6447513901527477]",2.7451851851851843,0,0
034AA152656B4D7A978ECD958E2EC126,2,True,1,1,False,0.0,"[0.0, 0.0]","[0, 0]",1.0,"[0.35466275883609644, -1.8399171853391116]",1.6666666666666667,0,0
034AA152656B4D7A978ECD958E2EC126,2,True,0,0,False,0.0,[0.0],0,1.1,[2.1],1.0,0,0
034AA152656B4D7A978ECD958E2EC126,2,True,4,0,False,0.0,[0.0],0,-1.0,[-2.2],1.2000000000000002,0,0
034AA152656B4D7A978ECD958E2EC126,2,True,3,2,False,0.0,[0.0],0,-0.9499999999999992,[-0.5999999999999996],0.34999999999999953,0,0
034AA152656B4D7A978ECD958E2EC126,2,True,5,2,False,0.0,[0.0],0,-1.9,[-0.5],1.4,0,0
03DE8461A90E4AE08F72F2258BBA7832,2,False,4,1,False,-1.9,"[0.9, -1.7]","[2.8, 0.19999999999999996]",-2.2,"[-2.709828240361272, 1.6725334045582914]",2.3066666666666666,1,0
03DE8461A90E4AE08F72F2258BBA7832,2,False,0,1,False,-1.9,"[0.9, -1.7]","[2.8, 0.19999999999999996]",1.2,"[-1.3559560825887556, 2.0625540584476223]",1.74,1,0
03DE8461A90E4AE08F72F2258BBA7832,2,False,2,0,True,-1.9,[0.9],2.8,0.5999999999999996,[2],1.4000000000000004,0,0
03DE8461A90E4AE08F72F2258BBA7832,2,False,3,2,False,-1.9,[-1.7],0.19999999999999996,1.8000000000000007,[-1.6999999999999993],3.5,1,0
03DE8461A90E4AE08F72F2258BBA7832,2,False,1,0,True,-1.9,[0.9],2.8,-0.6,[2.5],3.1,0,0
03DE8461A90E4AE08F72F2258BBA7832,2,False,5,2,False,-1.9,[-1.7],0.19999999999999996,-2.1,[-1],1.1,1,0
040AAF45726B4A618FCB6455DF62C39B,2,False,1,1,False,-0.8,"[1.0, -1.0]","[1.8, 0.19999999999999996]",3.0,"[1.8140347308992792, 2.3620011374869456]",3.0,0,0
040AAF45726B4A618FCB6455DF62C39B,2,False,0,0,False,-0.8,[1.0],1.8,2.0,[-1.2],3.2,0,0
040AAF45726B4A618FCB6455DF62C39B,2,False,4,1,False,-0.8,"[1.0, -1.0]","[1.8, 0.19999999999999996]",-2.0,"[0.11049490135071904, -1.1557534307980253]",2.1666666666666665,0,0
040AAF45726B4A618FCB6455DF62C39B,2,False,5,2,False,-0.8,[-1.0],0.19999999999999996,-2.0,[2.6],4.6,0,0
040AAF45726B4A618FCB6455DF62C39B,2,False,3,2,False,-0.8,[-1.0],0.19999999999999996,-2.8000000000000007,[2.4000000000000004],5.200000000000001,0,0
040AAF45726B4A618FCB6455DF62C39B,2,False,2,0,False,-0.8,[1.0],1.8,3.0,[0.9333333333333336],2.0666666666666664,0,0
042B7D1944794656BCC8A0B16E29DB80,2,False,2,1,False,1.0,"[-0.6, 1.6]","[1.6, 0.6000000000000001]",1.5333333333333332,"[-2.8398000801113543, -0.07743952514965535]",1.891851851851852,0,0
042B7D1944794656BCC8A0B16E29DB80,2,False,5,2,False,1.0,[1.6],0.6000000000000001,-1.2,[-1.4],0.19999999999999996,0,0
042B7D1944794656BCC8A0B16E29DB80,2,False,1,0,True,1.0,[-0.6],1.6,-0.5,[0.6],1.1,0,0
042B7D1944794656BCC8A0B16E29DB80,2,False,0,0,True,1.0,[-0.6],1.6,0.3,[-0.8],1.1,0,0
042B7D1944794656BCC8A0B16E29DB80,2,False,4,2,False,1.0,[1.6],0.6000000000000001,0.3,[1.8],1.5,0,0
042B7D1944794656BCC8A0B16E29DB80,2,False,3,1,False,1.0,"[-0.6, 1.6]","[1.6, 0.6000000000000001]",1.5999999999999996,"[1.9554772460263905, 0.3776014491280839]",1.9266666666666665,0,0
04DD3F7F8D9B44C8901EE90862C8861F,2,False,3,1,False,1.1,"[0.0, -0.9]","[1.1, 2.0]",-3.0,"[-1.6680887209861925, 2.295897634385616]",3.0,0,1
04DD3F7F8D9B44C8901EE90862C8861F,2,False,4,1,False,1.1,"[0.0, -0.9]","[1.1, 2.0]",1.0,"[1.7513443593547242, -2.005589080875284]",1.6666666666666667,0,1
04DD3F7F8D9B44C8901EE90862C8861F,2,False,5,2,False,1.1,[-0.9],2.0,1.1,[-1.5],2.6,0,0
04DD3F7F8D9B44C8901EE90862C8861F,2,False,2,2,False,1.1,[-0.9],2.0,-1.0666666666666669,[1.5333333333333332],2.6,0,0
04DD3F7F8D9B44C8901EE90862C8861F,2,False,1,0,False,1.1,[0.0],1.1,-3.0,[-0.4],2.6,1,0
04DD3F7F8D9B44C8901EE90862C8861F,2,False,0,0,False,1.1,[0.0],1.1,0.5,[-1.6],2.1,1,0
057F3499D929485487C0D41776306BAE,2,False,2,1,False,-0.5,"[1.2, -1.5]","[1.7, 1.0]",0.6666666666666661,"[-0.8589610396894223, 2.066106962647381]",1.5740740740740737,1,0
057F3499D929485487C0D41776306BAE,2,False,1,1,False,-0.5,"[1.2, -1.5]","[1.7, 1.0]",-0.5,"[-1.0176695349849498, -1.054647387538772]",1.5416666666666667,1,0
057F3499D929485487C0D41776306BAE,2,False,5,0,True,-0.5,[1.2],1.7,0.5,[1.4],0.8999999999999999,0,0
057F3499D929485487C0D41776306BAE,2,False,3,0,True,-0.5,[1.2],1.7,1.0,[2.25],1.25,0,0
057F3499D929485487C0D41776306BAE,2,False,0,2,False,-0.5,[-1.5],1.0,0.4,[-1.8],2.2,0,1
057F3499D929485487C0D41776306BAE,2,False,4,2,False,-0.5,[-1.5],1.0,0.5,[2.8],2.3,0,1
062AA6EFA57B4FF2A6B6E8479B632B94,2,False,0,1,False,-1.4,"[2.0, -2.0]","[3.4, 0.6000000000000001]",0.0,"[2.0747450188877785, 2.367303175650731]",1.5,1,1
062AA6EFA57B4FF2A6B6E8479B632B94,2,False,1,1,False,-1.4,"[2.0, -2.0]","[3.4, 0.6000000000000001]",0.0,"[-1.8948926870801102, -2.0563817616385176]",1.5,1,1
062AA6EFA57B4FF2A6B6E8479B632B94,2,False,5,2,False,-1.4,[-2.0],0.6000000000000001,1.2,[2.2],1.0000000000000002,0,1
062AA6EFA57B4FF2A6B6E8479B632B94,2,False,4,0,False,-1.4,[2.0],3.4,2.0,[2.9],0.8999999999999999,0,-1
062AA6EFA57B4FF2A6B6E8479B632B94,2,False,2,2,False,-1.4,[-2.0],0.6000000000000001,-1.0000000000000004,[2.5999999999999996],3.6,0,1
062AA6EFA57B4FF2A6B6E8479B632B94,2,False,3,0,False,-1.4,[2.0],3.4,0.6999999999999993,[-0.9499999999999992],1.6499999999999986,0,-1
06A79881A79D4E1CA265E2B847F7A5F4,2,False,4,1,False,0.7,"[1.0, -0.5]","[0.30000000000000004, 1.2]",3.0,"[-2.594240803207156, -0.2605200518739319]",3.0,1,1
06A79881A79D4E1CA265E2B847F7A5F4,2,False,0,0,False,0.7,[1.0],0.30000000000000004,0.0,[-2.6],2.6,0,1
06A79881A79D4E1CA265E2B847F7A5F4,2,False,5,1,False,0.7,"[1.0, -0.5]","[0.30000000000000004, 1.2]",3.0,"[2.1803905896241886, 2.6249662592103284]",3.0,1,1
06A79881A79D4E1CA265E2B847F7A5F4,2,False,3,2,False,0.7,[-0.5],1.2,-0.09999999999999964,[-2],1.9000000000000004,1,1
06A79881A79D4E1CA265E2B847F7A5F4,2,False,2,0,False,0.7,[1.0],0.30000000000000004,0.8666666666666663,[0.8666666666666663],0.0,0,1
06A79881A79D4E1CA265E2B847F7A5F4,2,False,1,2,False,0.7,[-0.5],1.2,2.0,[0.2],1.8,1,1
06EA0644EBFB48779E0BD67631F65F39,2,False,0,1,False,-2.0,"[2.0, -2.0]","[4, 0]",2.0,"[-2.1095747408620786, -0.46163346181041476]",2.1666666666666665,0,1
06EA0644EBFB48779E0BD67631F65F39,2,False,5,0,False,-2.0,[2.0],4,-2.0,[0.3],2.3,-1,0
06EA0644EBFB48779E0BD67631F65F39,2,False,2,1,False,-2.0,"[2.0, -2.0]","[4, 0]",0.33333333333333304,"[1.9666518042035124, 2.619693304980311]",1.5185185185185184,0,1
06EA0644EBFB48779E0BD67631F65F39,2,False,3,2,False,-2.0,[-2.0],0,0.0,[-0.05000000000000071],0.05000000000000071,0,1
06EA0644EBFB48779E0BD67631F65F39,2,False,4,0,False,-2.0,[2.0],4,-2.0,[0.1],2.1,-1,0
06EA0644EBFB48779E0BD67631F65F39,2,False,1,2,False,-2.0,[-2.0],0,-1.0,[2.8],3.8,0,1
071171419FBB419EBACD0180AA1EAD2D,2,False,3,1,True,0.5,"[1.5, -0.6]","[1.0, 1.1]",-2.0999999999999996,"[0.41875340773173697, 2.4059124856167884]",2.235,0,0
071171419FBB419EBACD0180AA1EAD2D,2,False,2,2,True,0.5,[-0.6],1.1,2.0,[1.1999999999999993],0.8000000000000007,0,0
071171419FBB419EBACD0180AA1EAD2D,2,False,0,1,True,0.5,"[1.5, -0.6]","[1.0, 1.1]",-2.0,"[1.5123183210258544, 0.592377019169338]",2.1666666666666665,0,0
071171419FBB419EBACD0180AA1EAD2D,2,False,5,0,True,0.5,[1.5],1.0,2.0,[-2.3],4.3,0,-1
071171419FBB419EBACD0180AA1EAD2D,2,False,1,2,True,0.5,[-0.6],1.1,1.6,[1.4],0.20000000000000018,0,0
071171419FBB419EBACD0180AA1EAD2D,2,False,4,0,True,0.5,[1.5],1.0,-1.9,[-2.7],0.8000000000000003,0,-1
071B012579FF4EEBB3BCA50719E1A40F,2,False,1,1,False,-2.0,"[2.0, -2.0]","[4, 0]",1.1,"[-2.6809226670100204, -2.733642082249549]",1.7016666666666669,1,1
071B012579FF4EEBB3BCA50719E1A40F,2,False,0,0,False,-2.0,[2.0],4,0.0,[2.1],2.1,0,0
071B012579FF4EEBB3BCA50719E1A40F,2,False,2,0,False,-2.0,[2.0],4,2.0,[-1.666666666666667],3.666666666666667,0,0
071B012579FF4EEBB3BCA50719E1A40F,2,False,5,1,False,-2.0,"[2.0, -2.0]","[4, 0]",1.0,"[2.2671044592345346, 2.684259760533127]",1.6666666666666667,1,1
071B012579FF4EEBB3BCA50719E1A40F,2,False,3,2,False,-2.0,[-2.0],0,-1.0500000000000007,[-2.4000000000000004],1.3499999999999996,0,1
071B012579FF4EEBB3BCA50719E1A40F,2,False,4,2,False,-2.0,[-2.0],0,-0.1,[0.2],0.30000000000000004,0,1
078D6C0971DC4DF992E9528AD500969F,2,True,0,1,True,0.0,"[0.0, 0.0]","[0, 0]",1.0,"[-1.504255086147204, 0.06279819784645868]",1.6666666666666667,0,0
078D6C0971DC4DF992E9528AD500969F,2,True,1,2,True,0.0,[0.0],0,1.3,[1.3],0.0,1,0
078D6C0971DC4DF992E9528AD500969F,2,True,4,2,True,0.0,[0.0],0,2.7,[2.7],0.0,1,0
078D6C0971DC4DF992E9528AD500969F,2,True,3,0,True,0.0,[0.0],0,2.9499999999999993,[2.9499999999999993],0.0,0,1
078D6C0971DC4DF992E9528AD500969F,2,True,2,1,True,0.0,"[0.0, 0.0]","[0, 0]",1.0,"[0.9722062580945829, -2.1721504832280987]",1.6666666666666667,0,0
078D6C0971DC4DF992E9528AD500969F,2,True,5,0,True,0.0,[0.0],0,2.6,[2.6],0.0,0,1
07B408114B4545CA8B587B7E09BF1A01,2,True,4,1,False,0.0,"[0.0, 0.0]","[0, 0]",-2.9,"[1.1453995046049377, 2.9169657177864936]",2.901666666666667,1,1
07B408114B4545CA8B587B7E09BF1A01,2,True,0,2,False,0.0,[0.0],0,1.2,[-3],4.2,1,1
07B408114B4545CA8B587B7E09BF1A01,2,True,5,0,False,0.0,[0.0],0,-0.5,[1.9],2.4,1,1
07B408114B4545CA8B587B7E09BF1A01,2,True,3,0,False,0.0,[0.0],0,-0.9000000000000004,[-1],0.09999999999999964,1,1
07B408114B4545CA8B587B7E09BF1A01,2,True,2,1,False,0.0,"[0.0, 0.0]","[0, 0]",0.9333333333333336,"[1.4880555746303497, -2.9913782396915174]",1.6451851851851853,1,1
07B408114B4545CA8B587B7E09BF1A01,2,True,1,2,False,0.0,[0.0],0,-2.4,[-2.2],0.19999999999999973,1,1
081C478370F54DABBF6F76F47BC7FD67,2,False,0,1,False,0.0,"[-0.9, 1.2]","[0.9, 1.2]",3.0,"[-1.6293645944434345, 1.713036012005345]",3.0,0,0
081C478370F54DABBF6F76F47BC7FD67,2,False,3,0,False,0.0,[-0.9],0.9,1.0,[1.8000000000000007],0.8000000000000007,-1,0
081C478370F54DABBF6F76F47BC7FD67,2,False,5,0,False,0.0,[-0.9],0.9,-1.9,[1.6],3.5,-1,0
081C478370F54DABBF6F76F47BC7FD67,2,False,1,2,False,0.0,[1.2],1.2,1.1,[-1],2.1,0,1
081C478370F54DABBF6F76F47BC7FD67,2,False,4,2,False,0.0,[1.2],1.2,-2.0,[-3],1.0,0,1
081C478370F54DABBF6F76F47BC7FD67,2,False,2,1,False,0.0,"[-0.9, 1.2]","[0.9, 1.2]",0.9333333333333336,"[1.7380773871054638, 2.8726310166248457]",1.6451851851851853,0,0
08867740B06B4A9B8408C348F9A3AA09,2,False,2,1,False,1.0,"[-1.3, -1.0]","[2.3, 2]",2.8,"[-2.5565193489233007, -0.9863844827376669]",2.8066666666666666,0,0
08867740B06B4A9B8408C348F9A3AA09,2,False,1,2,False,1.0,[-1.0],2,1.0,[-0.8],1.8,0,0
08867740B06B4A9B8408C348F9A3AA09,2,False,4,2,False,1.0,[-1.0],2,-1.9,[2.5],4.4,0,0
08867740B06B4A9B8408C348F9A3AA09,2,False,5,1,False,1.0,"[-1.3, -1.0]","[2.3, 2]",1.1,"[-0.6354831427307719, 0.39116065064112293]",1.7016666666666669,0,0
08867740B06B4A9B8408C348F9A3AA09,2,False,0,0,False,1.0,[-1.3],2.3,-2.0,[1.5],3.5,0,0
08867740B06B4A9B8408C348F9A3AA09,2,False,3,0,False,1.0,[-1.3],2.3,3.0,[-0.34999999999999964],3.3499999999999996,0,0
090000DA707142A38385C7A44E31677D,2,True,5,1,False,0.0,"[0.0, 0.0]","[0, 0]",-0.4,"[-2.0695330735926705, -1.031704430865335]",1.5266666666666666,1,0
090000DA707142A38385C7A44E31677D,2,True,4,2,False,0.0,[0.0],0,0.6,[-0.5],1.1,-1,0
090000DA707142A38385C7A44E31677D,2,True,2,2,False,0.0,[0.0],0,-0.5333333333333337,[2.1999999999999993],2.733333333333333,-1,0
090000DA707142A38385C7A44E31677D,2,True,3,0,False,0.0,[0.0],0,0.9499999999999992,[1.5],0.5500000000000008,1,0
090000DA707142A38385C7A44E31677D,2,True,0,0,False,0.0,[0.0],0,-0.7,[-0.3],0.39999999999999997,1,0
090000DA707142A38385C7A44E31677D,2,True,1,1,False,0.0,"[0.0, 0.0]","[0, 0]",0.3,"[2.976498952335091, 2.1694314341111323]",1.515,1,0
09228F2CD6294CF1AEA7171816AABA1F,2,True,0,1,False,0.0,"[0.0, 0.0]","[0, 0]",1.0,"[-0.6066632508811605, 2.790925410421229]",1.6666666666666667,0,0
09228F2CD6294CF1AEA7171816AABA1F,2,True,1,1,False,0.0,"[0.0, 0.0]","[0, 0]",-1.0,"[1.854242599397324, 2.2371517335499878]",1.6666666666666667,0,0
09228F2CD6294CF1AEA7171816AABA1F,2,True,5,2,False,0.0,[0.0],0,-2.0,[-0.9],1.1,0,0
09228F2CD6294CF1AEA7171816AABA1F,2,True,4,2,False,0.0,[0.0],0,1.0,[0.8],0.19999999999999996,0,0
09228F2CD6294CF1AEA7171816AABA1F,2,True,2,0,False,0.0,[0.0],0,-2.3333333333333335,[-0.5333333333333337],1.7999999999999998,0,0
09228F2CD6294CF1AEA7171816AABA1F,2,True,3,0,False,0.0,[0.0],0,0.5,[0.5500000000000007],0.05000000000000071,0,0
09804C26E1FD4C718AE81F0720A2B530,2,True,1,1,False,0.0,"[0.0, 0.0]","[0, 0]",0.0,"[1.5974117723438148, -2.827213737406897]",1.5,0,0
09804C26E1FD4C718AE81F0720A2B530,2,True,5,2,False,0.0,[0.0],0,-0.4,[0.3],0.7,0,0
09804C26E1FD4C718AE81F0720A2B530,2,True,0,0,False,0.0,[0.0],0,-1.0,[-1.3],0.30000000000000004,0,0
09804C26E1FD4C718AE81F0720A2B530,2,True,3,2,False,0.0,[0.0],0,0.9499999999999992,[-0.15000000000000036],1.0999999999999996,0,0
09804C26E1FD4C718AE81F0720A2B530,2,True,4,1,False,0.0,"[0.0, 0.0]","[0, 0]",0.0,"[2.2425884711854174, 0.3343313832844417]",1.5,0,0
09804C26E1FD4C718AE81F0720A2B530,2,True,2,0,False,0.0,[0.0],0,0.06666666666666643,[2],1.9333333333333336,0,0
09DE52E0D4FA438FA7604C64DC26BC1B,2,True,3,1,False,0.0,"[0.0, 0.0]","[0, 0]",1.3499999999999996,"[2.7587340515459733, -0.5687985248908785]",1.80375,1,0
09DE52E0D4FA438FA7604C64DC26BC1B,2,True,2,0,False,0.0,[0.0],0,0.5999999999999996,[-0.5333333333333337],1.1333333333333333,0,-1
09DE52E0D4FA438FA7604C64DC26BC1B,2,True,1,2,False,0.0,[0.0],0,1.1,[2.7],1.6,-1,-1
09DE52E0D4FA438FA7604C64DC26BC1B,2,True,5,1,False,0.0,"[0.0, 0.0]","[0, 0]",2.6,"[1.2159389096673738, 0.4809861438242118]",2.626666666666667,1,0
09DE52E0D4FA438FA7604C64DC26BC1B,2,True,0,0,False,0.0,[0.0],0,1.6,[2.1],0.5,0,-1
09DE52E0D4FA438FA7604C64DC26BC1B,2,True,4,2,False,0.0,[0.0],0,0.0,[-2.4],2.4,-1,-1
0B23D5D9AACA4AFD9227F5D0EFE58EEA,2,False,2,1,False,2.0,"[1.3, -1.0]","[0.7, 3]",-2.0,"[2.378591020786864, 1.1540563611353765]",2.1666666666666665,0,0
0B23D5D9AACA4AFD9227F5D0EFE58EEA,2,False,1,0,False,2.0,[1.3],0.7,0.1,[2.9],2.8,0,0
0B23D5D9AACA4AFD9227F5D0EFE58EEA,2,False,5,1,False,2.0,"[1.3, -1.0]","[0.7, 3]",0.0,"[-0.6952510634792155, 2.8049693761407886]",1.5,0,0
0B23D5D9AACA4AFD9227F5D0EFE58EEA,2,False,4,2,False,2.0,[-1.0],3,0.1,[-0.9],1.0,0,0
0B23D5D9AACA4AFD9227F5D0EFE58EEA,2,False,0,0,False,2.0,[1.3],0.7,2.0,[2.6],0.6000000000000001,0,0
0B23D5D9AACA4AFD9227F5D0EFE58EEA,2,False,3,2,False,2.0,[-1.0],3,-1.0,[-1.8000000000000007],0.8000000000000007,0,0
0B8559F4E73E445AABCFDB016A4A374F,2,False,5,1,False,1.0,"[-0.5, 0.5]","[1.5, 0.5]",-1.9,"[0.698314427924299, -1.850987289903087]",2.1016666666666666,1,1
0B8559F4E73E445AABCFDB016A4A374F,2,False,0,0,False,1.0,[-0.5],1.5,0.0,[0.9],0.9,1,0
0B8559F4E73E445AABCFDB016A4A374F,2,False,3,0,False,1.0,[-0.5],1.5,3.0,[-0.9499999999999992],3.9499999999999993,1,0
0B8559F4E73E445AABCFDB016A4A374F,2,False,1,2,False,1.0,[0.5],0.5,-2.9,[-1.5],1.4,0,-1
0B8559F4E73E445AABCFDB016A4A374F,2,False,4,1,False,1.0,"[-0.5, 0.5]","[1.5, 0.5]",-2.1,"[-2.6314673458831885, -1.0396395094644195]",2.235,1,1
0B8559F4E73E445AABCFDB016A4A374F,2,False,2,2,False,1.0,[0.5],0.5,2.0666666666666664,[0.5999999999999996],1.4666666666666668,0,-1
0B95ACD495CD48998EAC25E0558322C9,2,True,1,1,True,0.0,"[0.0, 0.0]","[0, 0]",0.0,"[-1.7330861532869102, -0.12693509385244806]",1.5,1,0
0B95ACD495CD48998EAC25E0558322C9,2,True,0,1,True,0.0,"[0.0, 0.0]","[0, 0]",2.0,"[-0.4223554028823928, -2.403799950657349]",2.1666666666666665,1,0
0B95ACD495CD48998EAC25E0558322C9,2,True,3,0,False,0.0,[0.0],0,1.8499999999999996,[2.75],0.9000000000000004,-1,0
0B95ACD495CD48998EAC25E0558322C9,2,True,2,0,False,0.0,[0.0],0,0.13333333333333286,[2.533333333333333],2.4000000000000004,-1,0
0B95ACD495CD48998EAC25E0558322C9,2,True,4,2,True,0.0,[0.0],0,1.4,[1.5],0.10000000000000009,0,-1
0B95ACD495CD48998EAC25E0558322C9,2,True,5,2,True,0.0,[0.0],0,0.9,[0.7],0.20000000000000007,0,-1
0C2812C24C2B4C7AB352B4C0AF05ECDD,2,False,1,1,False,2.0,"[-1.5, 2.0]","[3.5, 0]",3.0,"[1.668573798496893, 1.4325486116125639]",3.0,1,1
0C2812C24C2B4C7AB352B4C0AF05ECDD,2,False,4,2,False,2.0,[2.0],0,-2.2,[0.2],2.4000000000000004,1,0
0C2812C24C2B4C7AB352B4C0AF05ECDD,2,False,0,2,False,2.0,[2.0],0,1.6,[1.5],0.10000000000000009,1,0
0C2812C24C2B4C7AB352B4C0AF05ECDD,2,False,5,0,False,2.0,[-1.5],3.5,-1.7,[-2.1],0.40000000000000013,0,-1
